| DSS-AC-001 | NOT_RUN | DSS-REQ-001 | 功能已实现并可登录平台 | 打开左侧“运行监控”菜单进入页面，观察页面标题、菜单、地址栏、面包屑 | 菜单、页面标题、路由元数据标题、面包屑均显示“源库快照状态”，无第二个同名入口；“源库快照状态”作为用户可见名称全平台统一 |
| DSS-AC-024 | NOT_RUN | DSS-REQ-023, DSS-REQ-025, DSS-REQ-050, DSS-REQ-061 | 已进入页面并有按“已应用查询条件”（初始三项“全部”）的结果 R0；存在可区分且可命中的具体候选 A、B、C（用于请求快照、先失败后成功、空结果等验证） | ①把某条件改为候选 A 但不点击“查询”，观察是否发出请求与列表；②触发一次“立即刷新”或等待一次自动刷新，观察返回；③点击“查询”并在请求在途期间把界面条件改为候选 B，待该次（按候选 A 快照的）请求成功返回后观察列表、已应用条件与界面控件；④把界面条件改为候选 C 并点击“查询”，制造该次查询失败，观察列表、已应用条件、界面控件、提示与“最近成功刷新时间”；⑤失败后界面仍为候选 C 但未点击“查询”时触发“立即刷新”或等待自动刷新，观察结果与“最近成功刷新时间”；⑥再对候选 C 点击“查询”并令其成功，观察列表与已应用条件；⑦点击“重置”（不点击“查询”）观察界面与列表；⑧界面已为三项“全部”但未点击“查询”时触发“立即刷新”或等待自动刷新，观察结果；⑨再点击“查询”观察列表；⑩用一组会成功返回 0 条的条件点击“查询”，观察结果 | ①修改条件不自动查询：不发出请求，列表仍 R0、已应用条件仍“全部”；②自动/立即刷新仍按旧“已应用条件”（“全部”）发起并成功返回 R0，不使用未提交界面候选；本次成功刷新以返回结果更新表格与“最近成功刷新时间”（更新为本次成功刷新完成时间），但不替换、不改变“已应用条件”（仍为“全部”）；③点击“查询”才按点击瞬间捕获的请求快照（候选 A）发起查询，成功后升级的是该次请求开始时的快照而非请求结束时控件已变成的候选 B：列表按候选 A 结果展示、已应用条件变为候选 A、“最近成功刷新时间”更新、界面控件保留在途改成候选 B；④该次新条件（候选 C）查询失败：不得升级为已应用条件，保留上一次成功结果（候选 A 结果）与上一次已应用条件（候选 A），界面控件保留候选 C 便于再次点击“查询”，失败提示脱敏收敛、“最近成功刷新时间”不更新；⑤自动/立即刷新仍按“已应用条件”（候选 A）发起并成功返回：不使用界面中失败且未提交的新条件（候选 C）；不替换、不改变“已应用条件”（仍为候选 A）；以本次成功刷新结果更新表格，“最近成功刷新时间”更新为本次成功刷新完成时间，并从请求结束后重新开始完整 60 秒周期；⑥点击“查询”用候选 C 发起且成功：候选 C 升级为已应用条件、列表替换为候选 C 结果、“最近成功刷新时间”更新；⑦“重置”只把三个界面选择条件恢复为“全部”，本身不发起查询、不清空/不替换当前表格、不改变已应用条件（列表与已应用条件仍为 ⑥ 的候选 C 结果）；⑧界面已为三项“全部”但未点击“查询”时，自动/立即刷新仍按“已应用条件”（候选 C）发起并成功返回，而非按“全部”结果：不使用界面未提交的“全部”；不替换、不改变“已应用条件”（仍为候选 C）；以本次成功刷新结果更新表格与“最近成功刷新时间”（更新为本次成功刷新完成时间）；⑨点击“查询”才按三项“全部”查询并把“全部”更新为已应用条件；⑩成功返回 0 条属于成功：展示空态、该组条件升级为已应用条件、“最近成功刷新时间”更新（空结果成功语义另见 DSS-AC-057）。只有用户点击“查询”且查询成功，才允许用该次请求快照替换“已应用查询条件”；自动刷新和“立即刷新”无论成功或失败都不得改变“已应用查询条件”。成功刷新只按既有已应用条件更新表格数据、最近成功刷新时间，并从请求结束后重新开始完整 60 秒周期 |
| DSS-AC-025 | NOT_RUN | DSS-REQ-027 | 已进入页面 | 观察表头 | 固定七列且顺序为：序号、探针端、源库、快照状态、快照启动时间、快照完成时间、记录更新时间；无第八列“操作”或其他业务列 |
| DSS-AC-026 | NOT_RUN | DSS-REQ-028, DSS-REQ-073 | 存在可关联到探针端的行（含 `FG_ACTIVE='1'`、`FG_ACTIVE` 非启用与探针配置缺失行）；第二轮调整已定向修订该用例 | 观察探针端列各行；对长/空描述、配置缺失、停用行分别观察与悬停；检查单元格是否出现黄色符号、是否出现异常文字 | 探针端列表格内主内容始终只显示原始 `CLIENT_ID`（单行、超出实际弹性列宽省略号），不再把 `CLIENT_DESC` 同行或次行内联展示；Tooltip 只能显示完整 `CLIENT_DESC`：描述为空/配置不存在/无法取得描述时不弹空 Tooltip，Tooltip 中不得出现“配置已经停用”“探针端配置缺失”或任何其他异常说明；单元格内不出现黄色异常图标（活动/停用/缺失行均不得出现黄色符号）；仅当关联探针 `FG_ACTIVE` 非启用（`'0'` 及数据库现有宽容规则归一后判为非启用的非 `'1'` 值）时，在 `CLIENT_ID` 后接一个空格和红色普通文字“停用”（红字、非图标、不新增列、非按钮/链接/可操作标签），`FG_ACTIVE='1'` 时只显示 `CLIENT_ID`；找不到探针配置时只显示原始 `CLIENT_ID`（缺失静默，无“缺失”、无黄色图标、无其它异常说明）；Tooltip 单实例、无原生 `title` 与生命周期边界见 §4.18 `DSS-AC-074/076/077`、§4.19 `DSS-AC-082/086` |
| DSS-AC-027 | NOT_RUN | DSS-REQ-029, DSS-REQ-074 | 存在正常可关联（ORG 非空）、ORG 为空、无法关联源库的行；第二轮调整已定向修订该用例 | 观察源库列各行；对正常行与回退行悬浮查看 Tooltip；检查单元格是否出现黄色符号与异常文字 | 正常关联且 ORG（`DATA_SOURCE_ORG`）非空时，源库列单行只显示源库 ORG（单行、超出实际弹性列宽省略号），悬停 Tooltip 只显示完整原始 `DATA_SOURCE_ID`（正常行与回退行 Tooltip 同源，不取 `DATA_SOURCE_ORG`、不拼接 ORG＋ID）；不采用两行 ORG＋ID 布局；配置不存在或 ORG 为空时，主内容回退显示完整原始 `DATA_SOURCE_ID` 的单行省略号（不得显示空白），悬停 Tooltip 显示完整原始 `DATA_SOURCE_ID`；源库列不出现黄色异常图标，Tooltip 不得追加“配置缺失”“配置停用”“类别非 SOURCE”等异常说明，不新增红色“停用”（红色“停用”只用于探针端列 `FG_ACTIVE` 非启用状态，见 `DSS-AC-082`）；源库停用/类别异常/配置缺失时 RUN_STATE 行仍按 ORG/原始 ID 回退展示；Tooltip 单实例、无原生 `title` 与生命周期边界见 §4.18 `DSS-AC-075/076/077`、§4.19 `DSS-AC-083/086` |
| DSS-AC-028 | NOT_RUN | DSS-REQ-030 | 存在已知与未知状态行 | 观察快照状态列；对各行查看数据库原始状态值 | 已知状态以中文标签展示；任意行均可查看数据库原始状态值（如 `SNAPSHOT_RUNNING`） |
| DSS-AC-029 | NOT_RUN | DSS-REQ-031, DSS-REQ-032 | 存在 `SNAPSHOT_LAST_SEEN_AT`/`SNAPSHOT_COMPLETED_AT` 为 NULL 的行 | 观察两时间列 | 快照启动时间展示 `SNAPSHOT_LAST_SEEN_AT`、快照完成时间展示 `SNAPSHOT_COMPLETED_AT`；NULL 一律显示 `--` |
| DSS-AC-030 | NOT_RUN | DSS-REQ-033, DSS-REQ-055 | 存在 RUN_STATE 行 | 对照数据库只读结果观察记录更新时间列 | 展示 `UPDATED_AT`，与数据库业务值一致（展示格式 `YYYY-MM-DD HH:mm:ss` 见 DSS-REQ-055，格式化不改业务值） |
| DSS-AC-031 | NOT_RUN | DSS-REQ-034 | 已进入页面 | 观察列表行 | 无操作列；无详情、编辑、删除、跳转或任何写操作入口 |
| DSS-AC-032 | NOT_RUN | DSS-REQ-035 | 存在 `SNAPSHOT_RUNNING` 行 | 观察快照状态列 | 显示“快照进行中”的蓝色状态标签 |
| DSS-AC-033 | NOT_RUN | DSS-REQ-036 | 存在 `SNAPSHOT_COMPLETED` 行 | 观察快照状态列 | 显示“快照已完成”的绿色状态标签 |
| DSS-AC-034 | NOT_RUN | DSS-REQ-037, DSS-REQ-039 | 数据库对 `SNAPSHOT_STATUS` 无封闭 Check（已核验事实）；存在未知状态行 | 构造或存在未知状态行后进入页面/接口 | 未知状态行正常展示；接口不报错、页面不报错；该行不被丢弃，也不被改写为已知状态 |
| DSS-AC-035 | NOT_RUN | DSS-REQ-038 | 存在未知状态行 | 观察快照状态列 | 显示橙色“未知状态”标签，且可查看数据库原始状态值；标签在颜色与文字上均与两种已知状态清晰区分 |
| DSS-AC-036 | NOT_RUN | DSS-REQ-040 | 当前开发库无 COMPLETED 天然样例 | 检查验收数据准备 | 验收不依赖开发库天然存在 COMPLETED；`SNAPSHOT_COMPLETED` 场景通过受控测试数据构造（见 §4.16） |
| DSS-AC-037 | NOT_RUN | DSS-REQ-037, DSS-REQ-038, DSS-REQ-039 | 已按授权构造含 RUNNING/COMPLETED/未知状态的受控数据集 | 分别观察三类状态行展示、接口返回与排序 | RUNNING 显示“快照进行中”（蓝）、COMPLETED 显示“快照已完成”（绿）、未知显示“未知状态”（橙）并附原始值；状态均有文字表达不只靠颜色；三类行都完整返回，无报错、无丢弃 |
| DSS-AC-038 | NOT_RUN | DSS-REQ-041 | 存在 `CLIENT_ID` 无对应探针端的行 | 观察探针端列该行；检查是否出现黄色符号或“缺失”异常说明；悬停观察 | RUN_STATE 行仍展示；探针端列主内容仍为原始 `CLIENT_ID`（单行省略号），缺失静默——不出现黄色缺失图标、不出现“探针配置缺失”等异常说明，`CLIENT_DESC` 不可得不弹空 Tooltip；不新增专门的异常列或异常 Tooltip 入口（第二轮现行规则，展示细节见 §4.19 `DSS-AC-082`） |
| DSS-AC-039 | NOT_RUN | DSS-REQ-042 | 存在 `DATA_SOURCE_ID` 无对应数据源的行 | 观察源库列该行；检查是否出现黄色缺失提示；悬停观察 | RUN_STATE 行仍展示；源库列主内容回退显示完整原始 `DATA_SOURCE_ID` 的单行省略号（不显示空白），悬停 Tooltip 显示完整原始 ID 且不追加“配置缺失”等异常说明；不出现黄色缺失提示；不新增专门的异常列（第二轮现行规则，展示细节见 §4.19 `DSS-AC-083`） |
| DSS-AC-040 | NOT_RUN | DSS-REQ-043 | 关联探针端或源库停用（探针 `FG_ACTIVE` 非 `'1'`、源库停用） | 观察对应行 | RUN_STATE 行仍展示。关联探针端停用：探针端列主内容为原始 `CLIENT_ID`，`FG_ACTIVE` 非启用（`'0'` 及数据库宽容规则归一后判为非启用的非 `'1'` 值）时在 `CLIENT_ID` 后接一个空格和红色普通文字“停用”（红字、非图标、不新增列、非按钮/链接/可操作标签），`FG_ACTIVE='1'` 只显示 `CLIENT_ID`；关联源库停用：源库列不显示异常标识，仍按 ORG/原始 ID 回退展示；红色“停用”只用于探针端列、不用于源库列（第二轮现行规则，见 §4.19 `DSS-AC-082/083`） |
| DSS-AC-041 | NOT_RUN | DSS-REQ-044 | 关联源库类别非 SOURCE、类别大小写异常或其他配置异常 | 观察对应行 | RUN_STATE 行仍展示；源库类别非 SOURCE/类别大小写异常等配置异常时，源库列不再显示异常提示——无黄色图标、无“类别非 SOURCE”等异常文字，仍按 ORG/原始 ID 回退展示（静默降级，第二轮现行规则，见 §4.19 `DSS-AC-083`） |
| DSS-AC-042 | NOT_RUN | DSS-REQ-045 | 上述任一异常行存在 | 观察异常所在单元格、整页与数据库状态 | 关联“异常”不再以黄色单元格小图标或 Tooltip 异常说明呈现，改为按状态静默/降级展示：探针端列仅可能在 `FG_ACTIVE` 非启用时出现红色普通文字“停用”（见 §4.19 `DSS-AC-082`）；源库列按 ORG/原始 ID 回退展示且无异常图标或异常文字（见 §4.19 `DSS-AC-083`）；配置缺失均静默处理；未新增专门的异常列；快照状态未被改判为失败；未知快照状态标签及其数据库原始值 Tooltip 不受影响（见 §4.19 `DSS-AC-086`）；未触发任何数据库修复或写行为 |
| DSS-AC-043 | NOT_RUN | DSS-REQ-046 | 结果同时含 RUNNING、未知、COMPLETED | 进入页面执行缺省查询 | 状态按 `SNAPSHOT_RUNNING` → 未知状态 → `SNAPSHOT_COMPLETED` 分组成序 |
| DSS-AC-044 | NOT_RUN | DSS-REQ-047 | 同一状态组含多条 | 观察组内顺序 | 组内按 `UPDATED_AT` 倒序 |
| DSS-AC-045 | NOT_RUN | DSS-REQ-048 | 同状态组内 `UPDATED_AT` 并列 | 观察并列行的相对顺序 | 使用 `CLIENT_ID`、`DATA_SOURCE_ID` 作为确定性排序键，顺序稳定可复现 |
| DSS-AC-046 | NOT_RUN | DSS-REQ-049 | 已进入页面 | 点击各表头 | 无任何表头排序或排序箭头，顺序不被用户改变 |
| DSS-AC-047 | NOT_RUN | DSS-REQ-050 | 页面成功查询 | 观察工具栏与网络；点击“立即刷新”并观察按钮宽度与文案 | 提供“立即刷新”入口且存在 60 秒自动刷新；手工刷新可立即取得新数据；自动与“立即刷新”沿用“已应用查询条件”（见 DSS-AC-024）；“立即刷新”按钮宽度稳定（见 DSS-AC-068） |
| DSS-AC-048 | NOT_RUN | DSS-REQ-051, DSS-REQ-054 | 页面成功查询后切到其他标签页/最小化 | 观察网络面板；保持不可见超过一个刷新周期；切回观察网络与表格；使恢复可见后的首次刷新失败一次再观察 | 页面不可见期间自动刷新计时停止/取消，不发送自动刷新请求，也不保留旧剩余秒数供恢复后复用、不从旧剩余秒数续计；重新可见后立即按“已应用查询条件”刷新一次，该次请求无论成功还是失败，结束后都重新开始完整 60 秒周期；恢复可见的刷新不与其他请求重叠 |
| DSS-AC-049 | NOT_RUN | DSS-REQ-052 | 页面有数据 | 触发自动与手工刷新并核对数据库 | 刷新只读取、不改变任何数据；数据库无 DML；页面展示仅为读取结果 |
| DSS-AC-050 | NOT_RUN | DSS-REQ-053 | 存在较慢的后端响应 | 在一次请求在途时再次点击“立即刷新”或等待自动刷新触发并观察网络；记录在途请求结束时刻，再观察其后首次自动刷新发生的时刻 | 前一次请求未结束时不发起下一次重叠请求：被抑制的手工或自动触发不产生新请求；被抑制的触发不视为一次实际请求、不单独重置 60 秒计时——其后首次自动刷新仍在在途请求结束后约 60 秒发生，而非从被抑制触发时刻起顺延重置 |
| DSS-AC-051 | NOT_RUN | DSS-REQ-054 | 页面已成功查询（存在已应用查询条件 C） | 场景 A：观察一次成功自动刷新结束后到下一次自动刷新的间隔；场景 B：制造一次刷新失败，观察失败后到下一次自动刷新的间隔、表格、已应用条件与“最近成功刷新时间”；场景 C：在刷新在途时触发一次手工刷新或让自动触发到期，观察网络；场景 D：不可见跨周期后恢复可见再观察 | A：页面可见时每次实际发出的查询/刷新请求结束后，无论成功还是失败，都从该请求结束时刻重新开始一个完整 60 秒周期——两次成功刷新间隔约 60 秒；B：失败不停止自动刷新、也不立即无间隔重试：失败后仍按已应用条件 C 保留最近成功数据、最近成功刷新时间不更新，约 60 秒后按已应用条件 C 正常自动重试；C：请求在途时不发起下一次重叠请求，被抑制的自动/手工触发不视为实际请求、不单独重置计时；D：页面不可见期间自动刷新计时停止/取消且不保留剩余秒数复用，恢复可见后立即按已应用条件 C 刷新一次，该请求无论成功还是失败，结束后都重新开始完整 60 秒周期 |
| DSS-AC-068 | NOT_RUN | DSS-REQ-050, DSS-REQ-061 | 页面已有成功结果；后端存在可感知的刷新延迟 | 连续多次点击“立即刷新”（或制造刷新在途），观察结果卡片头部右侧刷新逻辑组中的“立即刷新”按钮、按钮前的“60 秒自动刷新｜最近成功刷新：…”文案与刷新组整体；使一次刷新失败后再观察“最近成功刷新时间” | 刷新控件为结果卡片头部右侧不可拆散的“刷新逻辑组”（本轮 UI 调整草案定位，见 §4.18 `DSS-AC-071/072`）：“立即刷新”按钮宽度稳定——刷新在途加载图标出现/消失不改变按钮宽度；“60 秒自动刷新｜最近成功刷新：…”等文字位置不因刷新状态移动；刷新组整体不因刷新在途状态发生明显水平位移；“最近成功刷新时间”仅在成功刷新后更新（从未成功显示 `--`；失败或被抑制的刷新触发都不更新，保持上一次成功值）；失败后自动刷新不停止、约 60 秒后自动重试 |
| DSS-AC-052 | NOT_RUN | DSS-REQ-055 | 三个时间字段存在各类取值（含 NULL） | 对照数据库只读结果观察三列 | 三列统一展示为 `YYYY-MM-DD HH:mm:ss`；空值（NULL）显示 `--`；展示格式化不改动业务时间值 |
| DSS-AC-053 | NOT_RUN | DSS-REQ-056 | 功能已实现 | 观察整页与接口返回 | 无任何依据时间字段计算出的“超时”“异常”“离线”“长期运行”等状态或提示 |
| DSS-AC-054 | NOT_RUN | DSS-REQ-057 | 存在长时间 `SNAPSHOT_RUNNING` 的行 | 观察该行 | 不因其运行时间长而自动显示为错误或警告 |
| DSS-AC-055 | NOT_RUN | DSS-REQ-058 | 后端有响应延迟 | 进入页面观察首次加载 | 加载在途时展示加载反馈，不展示空态或错误态 |
| DSS-AC-056 | NOT_RUN | DSS-REQ-059 | 首次加载失败（如接口不可用） | 制造首次失败并观察页面、“已应用查询条件”与表格；点击“重新加载”或让其自动重试一次后观察 | 展示首次加载失败状态与“重新加载”入口；点击“重新加载”或自动重试可重试；“已应用查询条件”仍为初始三项“全部”，不因失败改写，重新加载/自动重试仍按三项“全部”发起；不把失败展示成空数据或成功（首次失败场景与已应用条件的衔接另见 DSS-AC-021） |
| DSS-AC-057 | NOT_RUN | DSS-REQ-060 | 查询结果为空 | 设置一组条件并点击“查询”构造成功返回 0 条 | 成功返回 0 条视为成功查询：展示空数据提示，不展示成接口错误、不伪装成失败；该组条件升级为新的“已应用查询条件”、“最近成功刷新时间”更新，并从该次请求结束后重新开始完整 60 秒自动刷新周期 |
| DSS-AC-058 | NOT_RUN | DSS-REQ-061 | 已有成功结果与当前“已应用查询条件”C | 制造一次刷新失败并观察表格、提示与“最近成功刷新时间”；再连续制造多次失败；随后一次刷新成功再观察 | 刷新失败保留最近一次成功数据与已应用查询条件 C：不清空表格、不改换条件，后续自动/立即刷新仍按 C 发起；失败提示脱敏且收敛，不连续堆叠相同消息；“最近成功刷新时间”只在查询/刷新成功后更新，失败或被抑制的触发均不更新（连续失败期间保持上一次成功值，成功后才更新）；失败后自动刷新不停止、不立即无间隔重试，约 60 秒后按已应用条件 C 自动重试（计时语义见 DSS-AC-051）；刷新在途不造成表格明显闪烁 |
| DSS-AC-059 | NOT_RUN | DSS-REQ-061 | 页面成功查询后数据被另一写进程改变 | 等待一次自动刷新或手工刷新 | 刷新只重新读取，最新数据库值被反映；页面不写任何数据 |
| DSS-AC-060 | NOT_RUN | DSS-REQ-062 | 已进入页面 | 观察整体视觉 | 采用与现有 app-shell / Element Plus 一致的企业管理后台浅色风格 |
| DSS-AC-061 | NOT_RUN | DSS-REQ-063 | 存在已知、未知状态及异常提示 | 观察并关闭颜色（灰度或辅助） | 状态与异常信息均以文字传达（中文标签/原始值），不只依赖颜色；色弱/黑白环境下仍可区分 |
| DSS-AC-062 | NOT_RUN | DSS-REQ-064 | 功能已实现 | 制造查询/刷新失败并检查响应、页面与日志 | 返回与展示为脱敏错误，不含内部堆栈、无关数据或敏感信息；日志不含与本表查询无关的敏感内容；任何查询路径不产生写操作 |
| DSS-AC-063 | NOT_RUN | DSS-REQ-065 | 后续任务准备构造测试数据 | 审查任务提示词与执行记录 | 仅当任务提示词显式纳入 `DSS-REQ-065` 授权时才对 `CDC_DATA_SOURCE_RUN_STATE` 执行 `INSERT/UPDATE/DELETE`；对象仅限项目配置 Oracle 开发库、仅本表；执行前完整备份原始数据；执行后恢复到任务开始前状态并逐行一致核验；报告记录目的/范围/备份/恢复证据；不使用 `TRUNCATE/ALTER/DROP` 或其他 DDL；不操作其他表；不操作生产库 |
